-0.871550 	 1.011865 	 1 
-0.712898 	 0.865915 	 1 
-1.050309 	 0.980998 	 1 
-0.949589 	 0.979874 	 1 
-0.723907 	 0.912822 	 1 
-0.782977 	 1.212530 	 1 
-1.013567 	 0.970777 	 1 
-0.802689 	 1.086016 	 1 
-0.826023 	 1.009702 	 1 
-0.813500 	 1.059256 	 1 
-0.758383 	 1.023691 	 1 
-0.789033 	 0.968863 	 1 
-0.859276 	 1.015056 	 1 
-0.848356 	 1.038956 	 1 
-0.893564 	 0.932513 	 1 
-0.836189 	 0.921087 	 1 
-1.017131 	 0.997117 	 1 
-0.770779 	 0.970252 	 1 
-0.764498 	 0.911053 	 1 
-0.825619 	 1.121996 	 1 
-0.758570 	 0.965715 	 1 
-0.873608 	 0.959680 	 1 
-0.908491 	 0.920249 	 1 
-1.051875 	 1.131192 	 1 
-0.745030 	 1.128559 	 1 
-0.933407 	 1.086593 	 1 
-0.697579 	 1.078387 	 1 
-0.713715 	 1.054222 	 1 
-0.888411 	 0.978566 	 1 
-0.792086 	 0.998462 	 1 
-0.705786 	 1.153183 	 1 
-0.899167 	 1.037237 	 1 
-0.909349 	 1.078598 	 1 
-0.812109 	 0.989177 	 1 
-0.822144 	 1.020655 	 1 
-0.759075 	 1.047437 	 1 
-0.617935 	 1.034998 	 1 
-0.749148 	 1.109934 	 1 
-0.687260 	 1.229516 	 1 
-0.748613 	 1.109085 	 1 
-0.846600 	 0.795430 	 1 
-0.877632 	 0.794973 	 1 
-0.730733 	 0.928099 	 1 
-0.913657 	 1.114855 	 1 
-0.774940 	 1.034556 	 1 
-0.737490 	 1.046813 	 1 
-0.709336 	 1.015977 	 1 
-0.762949 	 1.179337 	 1 
-0.843508 	 1.079226 	 1 
-0.809048 	 0.980991 	 1 
-0.790751 	 0.824262 	 1 
-0.760649 	 1.039516 	 1 
-0.819061 	 1.053600 	 1 
-0.706479 	 0.874705 	 1 
-0.755149 	 0.927710 	 1 
-0.835781 	 0.966609 	 1 
-0.981006 	 1.041338 	 1 
-0.850569 	 1.248314 	 1 
-0.649980 	 0.937406 	 1 
-0.797881 	 0.876520 	 1 
-0.687351 	 1.046124 	 1 
-1.058504 	 0.944944 	 1 
-0.730637 	 0.892172 	 1 
-0.852068 	 0.965352 	 1 
-0.771280 	 1.033053 	 1 
-0.771679 	 0.890301 	 1 
-0.491218 	 1.010544 	 1 
-0.853865 	 0.986845 	 1 
-0.836510 	 1.055322 	 1 
-0.781161 	 0.975336 	 1 
-0.770929 	 1.007457 	 1 
-0.686837 	 1.076711 	 1 
-0.929124 	 1.129310 	 1 
